"date","vwretd","vwretx","prices","dividends","vwretd_quarterly","vwretx_quarterly","dividends_quarterly","vwretd_annual","vwretx_annual","dividends_annual","pd_ratio_quarterly","pd_ratio_annual","b1ret","b1ind","t30ret","t30ind","cpiret","cpiind","infl_annualized","lag_infl_annualized","tbill_annualized","exp_inflation","real_rf","dividend_growth_quarterly"
1929-09-30,-0.050941,-0.053046,2.23685589540312,0.00497234465435869,0.085050670433322,0.0826440427513104,0.0696287033729711,NA,NA,NA,32.1254854254752,NA,NA,39.84357,0.010988,44.49215,0.011696,40.7,0.0476111970927853,0.0237364027609719,0.0446817380362174,0.0270600909470273,0.0176216470891901,0.0592935664066613
1929-12-31,0.027753,0.023571,1.61652718620862,0.00660463875268493,-0.274369069417057,-0.277321713244609,0.0704043313524423,-0.117755498941644,-0.121345414518078,0.0704043313524423,22.9606212452517,22.9606212452517,NA,39.84357,0.012052,45.02834,-0.00578,40.5,-0.0229203208860869,0.0476111970927853,0.0490865275677053,0.0389067704374344,0.0101797571302708,0.0110778990551024
1930-03-31,0.072348,0.069351,1.86653699102919,0.00523122095749149,0.157894669483842,0.154658583507608,0.0719796594232354,NA,NA,NA,25.9314507179602,NA,NA,39.84357,0.007851,45.38189,-0.017442,39.8,-0.0679637923198042,-0.0229203208860869,0.0317757686913323,0.0039090118869373,0.027866756804395,0.0221287849284658
1930-06-30,-0.155715,-0.159182,1.52087867387209,0.00627113877475808,-0.181827191217466,-0.185186963247111,0.0724904284352859,NA,NA,NA,20.9804067474897,NA,NA,39.84357,0.007396,45.71753,-0.005917,39.5,-0.0234587620779583,-0.0679637923198042,0.0299138261571197,-0.018441570982776,0.0483553971398957,0.00707096047021971
1930-09-30,-0.123549,-0.127635,1.38424925427058,0.00648357333564459,-0.0855727997911357,-0.089835844205545,0.0719999623995549,NA,NA,NA,19.225694127295,NA,NA,39.84357,0.004763,45.93528,-0.011905,39.1,-0.0467763548990542,-0.0234587620779583,0.0191885497455544,0.00364183721996923,0.0155467125255852,-0.00678893477523479
1930-12-31,-0.071479,-0.077707,1.13826055576521,0.00768637162084688,-0.172152758001734,-0.177705494690689,0.0688709460426245,-0.291105688068418,-0.295860554974724,0.0688709460426245,16.5274418484209,16.5274418484209,NA,39.84357,0.003266,46.08532,-0.030121,37.9,-0.115148841084572,-0.0467763548990542,0.0131281400002801,-0.00792835872811703,0.0210564987283971,-0.0444311906819481
1931-03-31,-0.068939,-0.073451,1.23181538153069,0.00599855053695648,0.0874609734987368,0.0821910460585087,0.0677010413732961,NA,NA,NA,18.1949251672304,NA,NA,39.84357,0.002851,46.21672,-0.031056,36.7,-0.118556029931006,-0.115148841084572,0.0114528619660716,-0.0418548051110623,0.053307667077134,-0.0171328441299245
1931-06-30,0.146492,0.139763,1.08832508765981,0.00642531782033887,-0.111270713213714,-0.11648685023934,0.0656627795990969,NA,NA,NA,16.5744595995565,NA,NA,39.84357,0.002208,46.31874,-0.032051,35.5,-0.122171044804645,-0.118556029931006,0.00886129466609975,-0.0435454531504138,0.0524067478165136,-0.0305693175801754
1931-09-30,-0.287461,-0.291524,0.712107557411955,0.00408382641862923,-0.341932486945986,-0.345684882682273,0.0613960424805397,NA,NA,NA,11.598590538432,NA,NA,39.84357,0.001397,46.38341,-0.006623,35.3,-0.0262299753504438,-0.122171044804645,0.00559972056340019,-0.0453392245214194,0.0509389450848196,-0.0671868660340021
1931-12-31,-0.137557,-0.145471,0.581419469744156,0.00538466650465371,-0.175961369682049,-0.183522961254288,0.0590659834117036,-0.484472923816356,-0.489203533585253,0.0590659834117036,9.84355861294186,9.84355861294186,NA,39.84357,0.003737,46.55676,-0.026667,34.4,-0.102476575658035,-0.0262299753504438,0.0150319999603725,0.00226676043470234,0.0127652395256702,-0.0386901964474467
1932-03-31,-0.118907,-0.125245,0.52040574934965,0.00377057763531284,-0.0984541208851868,-0.10493924536334,0.0529080824407885,NA,NA,NA,9.83603497503538,NA,NA,39.84357,0.004969,46.78809,-0.041096,32.9,-0.154525485434049,-0.102476575658035,0.0200246371331845,-0.0355668235335412,0.0555914606667257,-0.110099067560071
1932-06-30,0.002768,-0.006507,0.311296605142064,0.00290618656869514,-0.396234972224236,-0.401819435063717,0.0448641922888312,NA,NA,NA,6.93864280756392,NA,NA,39.84357,0.001811,46.8728,-0.028571,32,-0.109478811667432,-0.154525485434049,0.00726370209505545,-0.0613935068285643,0.0686572089236197,-0.164916136912507
1932-09-30,-0.029526,-0.034118,0.582678503739361,0.00277017243221341,0.880677998092523,0.871779178168196,0.0386327529739822,NA,NA,NA,15.0825001814335,NA,NA,39.84357,0.000826,46.91151,-0.014706,31.5,-0.0575390762696599,-0.109478811667432,0.00330809591070547,-0.0390413349603882,0.0423494308710937,-0.149539538120452
1932-12-31,0.061569,0.053749,0.495154614790542,0.00367460285861438,-0.143903173966602,-0.150209572495177,0.0315863342733626,-0.142049340266059,-0.148369394976699,0.0315863342733626,15.6762291725671,15.6762291725671,NA,39.84357,0.000432,46.93178,-0.022389,30.8,-0.0865930363012724,-0.0575390762696599,0.00172912006652104,-0.0132688240217687,0.0149979440882897,-0.201375871969501
1933-03-31,0.038627,0.032581,0.421403261041876,0.00246741332278938,-0.143962993167358,-0.148946110054663,0.0281377408987191,NA,NA,NA,14.9764425850214,NA,NA,39.84357,0.000263,46.94412,-0.038168,29.6,-0.144151512393872,-0.0865930363012724,0.00105241508677012,-0.0276854069517824,0.0287378220385526,-0.115612799672598
1933-06-30,0.137498,0.133994,0.78973372870348,0.00244024834820731,0.879847761721442,0.874056994127062,0.026772690926783,NA,NA,NA,29.497734496066,NA,NA,39.84357,0.001604,47.01941,0.007937,29.9,0.0321279797785163,-0.144151512393872,0.00643145340980666,-0.056245938563009,0.0626773919728157,-0.0497293949600088
1933-09-30,-0.118045,-0.121112,0.71081221296353,0.00248047653075152,-0.0967934335724694,-0.099934335930564,0.0256141131976526,NA,NA,NA,27.7508031403825,NA,NA,39.84357,0.000571,47.04626,0.03937,31.1,0.167026477402202,0.0321279797785163,0.00228595699078427,0.0312239937628705,-0.0289380367720863,-0.0442388763583018
1933-12-30,0.026694,0.02443,0.729002826526024,0.0016111031493171,0.0278578735011508,0.0255913070016811,0.0244951340424561,0.475526851313708,0.472273113791745,0.0244951340424561,29.7611282821512,29.7611282821512,NA,39.84357,0.000493,47.06945,0,31.1,0,0.167026477402202,0.00197345877335198,0.0981606652530939,-0.096187206479742,-0.0446690090475723
1934-03-31,0.005355,0.002464,0.783516203225865,0.00225957774396485,0.0778775505087554,0.0747780045786903,0.0249756592529176,NA,NA,NA,31.3711920590979,NA,NA,39.84357,0.00088,47.11093,0.007576,31.3,0.0306501172718712,0,0.00352464912648776,0.0152820813919985,-0.0117574322655107,0.019427233386449
1934-06-30,0.02408,0.021102,0.714458440035961,0.00208368726574533,-0.0854788652084223,-0.0881382706644505,0.0250049686563062,NA,NA,NA,28.5726588925668,NA,NA,39.84357,0.000189,47.11984,0.007519,31.5,0.0304169157197647,0.0306501172718712,0.000756214353006435,0.0304906779820604,-0.029734463629054,0.00117283067357381
1934-09-29,-0.000216,-0.003127,0.657825747656173,0.00192093752306173,-0.0765779390246583,-0.0792666013952297,0.0271090959118453,NA,NA,NA,24.2658681718979,NA,NA,39.84357,0.00019,47.12875,0.014925,32,0.0610498818808813,0.0304169157197647,0.000760216627436971,0.0303749633079956,-0.0296147466805586,0.0807947627007989
1934-12-31,-0.000681,-0.004415,0.683887597481441,0.00256496059000055,0.0435173152119175,0.0396181662364639,0.0273119097392907,-0.0583677688293064,-0.0618862196455036,0.0273119097392907,25.0399039836312,25.0399039836312,NA,39.84357,0.000287,47.14225,-0.014706,31.5,-0.0575390762696599,0.0610498818808813,0.00114849430856601,0.0455750495122008,-0.0444265552036348,0.00745354717236779
1935-03-30,-0.031454,-0.035324,0.603950832396503,0.00242287537097893,-0.113343025958388,-0.116885823605109,0.0276191280422388,NA,NA,NA,21.8671216366014,NA,NA,39.84357,0.000377,47.16,0.022388,32.2,0.0926044719692993,-0.0575390762696599,0.00150885298835113,-0.0132688240217687,0.0147776770101198,0.0111857164407703
1935-06-29,0.070533,0.067124,0.729278349092473,0.00232972915242862,0.21137026228087,0.207512780798174,0.0279109018750223,NA,NA,NA,26.1287991465841,NA,NA,39.84357,0.000421,47.17984,0,32.2,0,0.0926044719692993,0.00168506374450517,0.0612324457617069,-0.0595473820172017,0.0105087830268386
1935-09-30,0.025526,0.022175,0.824765257292989,0.00270383092639598,0.13464096287666,0.130933419755765,0.0274505361324365,NA,NA,NA,30.0455063359735,NA,NA,39.84357,0.000404,47.19891,0,32.2,0,0,0.00161697955978402,0.0152820813919985,-0.0136651018322145,-0.0166316617126954
1935-12-31,0.039887,0.036744,0.957231103085635,0.00290194817331776,0.164128875178692,0.160610361095252,0.0302139903456001,0.403934001427783,0.399690689830958,0.0302139903456001,31.6817173811347,31.6817173811347,NA,39.84357,0.00045,47.22015,0.007299,32.5,0.0295172106728758,0,0.00180121536454125,0.0152820813919985,-0.0134808660274572,0.0959193745863855
1936-03-31,0.024029,0.021457,1.06612909436591,0.00268448307731909,0.116567957307188,0.113763532055369,0.0309876163642997,NA,NA,NA,34.4050049488215,NA,NA,39.84357,0.000422,47.24007,-0.007246,32.2,-0.0286704919381674,0.0295172106728758,0.00168906880463715,0.0299285294171624,-0.0282394606125252,0.0252825789680451
1936-06-30,0.032542,0.029509,1.05910201753525,0.00312018294078478,-0.00366455986477632,-0.00659120632557897,0.0345749730139721,NA,NA,NA,30.6320417692662,NA,NA,39.84357,0.000634,47.27004,0.007299,32.5,0.0295172106728758,-0.0286704919381674,0.00253841275552213,0.00105577543504277,0.00148263732047937,0.109542444488027
1936-09-30,0.004817,0.001617,1.14772939365468,0.00366680483627473,0.0871438061939485,0.0836816233488924,0.038083732610553,NA,NA,NA,30.1369985287799,NA,NA,39.84357,0.000383,47.28817,0.014492,32.9,0.0592403268187209,0.0295172106728758,0.0015328803587491,0.0299285294171624,-0.0283956490584133,0.0966571283110396
1936-12-31,-0.00383,-0.007289,1.2247325051874,0.00426745521651642,0.0708098678996552,0.0670916959680923,0.047619092159327,0.28391143626888,0.279453311994856,0.047619092159327,25.7193585524398,25.7193585524398,NA,39.84357,0.000308,47.30272,0,32.9,0,0.0592403268187209,0.00123256930088145,0.0446771477944427,-0.0434445784935612,0.223446551249538
1937-03-31,-0.003511,-0.006242,1.2801539375581,0.00351806013483279,0.0481243800224835,0.0452518669472348,0.0480574317171118,NA,NA,NA,26.6380014873386,NA,NA,39.84357,0.000425,47.32284,0.014286,33.4,0.0583802429359475,0,0.00170108405709479,0.0152820813919985,-0.0135809973349037,0.00916301318162517
1937-06-30,-0.053803,-0.057853,1.09486280563526,0.0047064782489599,-0.141064795706008,-0.144741289689175,0.0509169103702224,NA,NA,NA,21.5029309059485,NA,NA,39.84357,0.001396,47.38891,0.014084,33.9,0.0575373684380938,0.0583802429359475,0.00559570378198626,0.0442503739361018,-0.0386546701541156,0.057798305908252
1937-09-30,-0.13961,-0.143683,0.971492498642771,0.00462082260070979,-0.108460606918582,-0.112681065022489,0.052034306665138,NA,NA,NA,18.6702304864889,NA,NA,39.84357,0.000955,47.43416,0.013889,34.4,0.0567241801305347,0.0575373684380938,0.00382547563476754,0.0438321393792745,-0.0400066637445069,0.0217081489126443
1937-12-31,-0.045828,-0.053019,0.741912322608039,0.00563378939162919,-0.230517875285675,-0.236316982740957,0.0535377824030312,-0.389624992532324,-0.394225008754451,0.0535377824030312,13.8577335352245,13.8577335352245,NA,39.84357,0.000407,47.45346,-0.013699,33.9,-0.0536802723366326,0.0567241801305347,0.00162899416370421,0.0434286351182069,-0.0417996409545027,0.028484373184909
1938-03-31,-0.254106,-0.257951,0.59067224334503,0.00306062642178836,-0.199726367019119,-0.203851687934439,0.0524707340262958,NA,NA,NA,11.2571751530865,NA,NA,39.84357,0.000107,47.45852,-0.020833,33.2,-0.0807638955433423,-0.0536802723366326,0.000428068698900663,-0.0113540844526834,0.0117821531515841,-0.0201320507435806
1938-06-30,0.253519,0.249304,0.803192015433358,0.00270987233295627,0.364380833611579,0.3597930569495,0.0474447720667664,NA,NA,NA,16.9289888104651,NA,NA,39.84357,7.6e-05,47.46214,0,33.2,0,-0.0807638955433423,0.000304034657755858,-0.0247929857102035,0.0250970203679593,-0.100689225790911
1938-09-30,0.016932,0.013867,0.848719324302783,0.00256574553564524,0.0598774060012568,0.0566829699431979,0.0419467320583735,NA,NA,NA,20.2332644917772,NA,NA,39.84357,0.000164,47.46988,0,33.2,0,0,0.000656161393644661,0.0152820813919985,-0.0146259199983538,-0.123165812251395
1938-12-31,0.04481,0.041538,0.921853714328064,0.00289601085441091,0.089582502368672,0.0861702896718657,0.0310180306840043,0.246440714088303,0.242537273255523,0.0310180306840043,29.7199304404407,29.7199304404407,NA,39.84357,6.1e-05,47.47276,-0.007092,32.9,-0.0280676454963564,0,0.000244022326908233,0.0152820813919985,-0.0150380590650902,-0.301831858636717
1939-03-31,-0.134821,-0.138171,0.763172073639327,0.00296651243656426,-0.168915225736953,-0.172133211834374,0.0316319010878237,NA,NA,NA,24.126658449027,NA,NA,39.84357,-0.000137,47.46626,-0.007143,32.7,-0.0282673205161226,-0.0280676454963564,-0.000547887396285307,0.0013549080046813,-0.00190279540096661,0.0195974690887868
1939-06-30,-0.06181,-0.065748,0.752295569714937,0.00317102875191857,-0.0100966419482907,-0.0142517058735167,0.0325582799704714,NA,NA,NA,23.1061214043626,NA,NA,39.84357,9.4e-05,47.47074,-0.007194,32.5,-0.0284669647681909,-0.0282673205161226,0.000376053019322642,0.00125582920515178,-0.000879776185829143,0.0288655738214916
1939-09-30,0.181167,0.177572,0.911813145364506,0.00278366694994904,0.215741324465088,0.212041094047668,0.0342975539022522,NA,NA,NA,26.5853695561837,NA,NA,39.84357,5.4e-05,47.47331,0.021739,33.2,0.0898328220865769,-0.0284669647681909,0.000216017496629917,0.00115676567256237,-0.000940748175932449,0.0520423235464821
1939-12-30,0.028177,0.023143,0.869589085861713,0.00427849426544272,-0.0416155057977163,-0.0463077986070423,0.0392067465775573,-0.0520539576454223,-0.0566951433335021,0.0392067465775573,22.1795777964266,22.1795777964266,NA,39.84357,6.4e-05,47.47634,-0.007092,32.9,-0.0280676454963564,0.0898328220865769,0.000256024577048874,0.0598571523303208,-0.0596011277532719,0.133774801732388
1940-03-30,0.013561,0.010518,0.852252494959686,0.00256641083302061,-0.0169852408558815,-0.0199365323046206,0.0398074964006543,NA,NA,NA,21.4093467818709,NA,NA,39.84357,-4.4e-05,47.47424,0,32.9,0,-0.0280676454963564,-0.000175988384340853,0.0013549080046813,-0.00153089638902216,0.0152064077715385
1940-06-29,0.083035,0.078208,0.694231213457055,0.00310798479269046,-0.181769249871505,-0.185416038600281,0.0426993307855872,NA,NA,NA,16.2585970478813,NA,NA,39.84357,-0.000259,47.46191,0.007143,33.2,0.0288795951107028,0,-0.00103559758349148,0.0152820813919985,-0.0163176789754899,0.0701280013134244
1940-09-30,0.014221,0.010096,0.742890262883406,0.00303379315866417,0.0744605566315593,0.0700905526619067,0.0447719564407358,NA,NA,NA,16.5927585466756,NA,NA,39.84357,-8e-06,47.46152,-0.007092,32.9,-0.0280676454963564,0.0288795951107028,-3.19996160020874e-05,0.0296121444004716,-0.0296441440164737,0.0473987234703918
1940-12-31,0.002927,-0.00249,0.737672719205809,0.00400594793028428,-0.0016309215611594,-0.00702330335754453,0.0457489606338085,-0.147092944018343,-0.15169965768968,0.0457489606338085,16.124360181872,16.124360181872,NA,39.84357,-0.00027,47.44871,0.007143,33.2,0.0288795951107028,-0.0280676454963564,-0.00107956267872666,0.0013549080046813,-0.00243447068340797,0.0215871019632903
1941-03-31,0.008872,0.004173,0.697174027344014,0.00326240673120022,-0.050478056407839,-0.0549006230098853,0.0469405290293133,NA,NA,NA,14.8522831284804,NA,-0.006247,39.59467,-3e-05,47.44731,0.007092,33.4,0.0286712081238254,0.0288795951107028,-0.00011999460010792,0.0296121444004716,-0.0297321390005795,0.0257123876130965
1941-06-30,0.058851,0.052486,0.688669523503457,0.0041647884314846,-0.00622472329556778,-0.0121985379646985,0.0476113646962118,NA,NA,NA,14.4643936988063,NA,0.004006,39.75325,1.8e-05,47.44817,0.035211,34.6,0.148459044702443,0.0286712081238254,7.20019440236808e-05,0.0295087427204739,-0.0294367407764503,0.0141900261723812
1941-09-30,-0.007351,-0.011499,0.711616757540071,0.00298612374724579,0.0376571880978991,0.0333211115832095,0.0477429750550164,NA,NA,NA,14.9051615807361,NA,5e-06,39.75345,0.000189,47.45712,0.027211,35.5,0.113367771665583,0.148459044702443,0.000756214353006435,0.0889475000590112,-0.0881912857060047,0.00276044997472568
1941-12-31,-0.038843,-0.046205,0.607275845776413,0.00468734348220106,-0.140038254053967,-0.146625147114783,0.04937390963312,-0.170413689803435,-0.176767921646585,0.04937390963312,12.2995292511544,12.2995292511544,-0.005543,39.53311,0.000245,47.46871,0.026491,36.5,0.110249493654212,0.113367771665583,0.000980360208828301,0.0715352007612496,-0.0705548405524213,0.0335902027606302
1942-03-31,-0.064068,-0.069676,0.562414413324154,0.00339023827174388,-0.0682905379309038,-0.0738732369552811,0.0483652209734817,NA,NA,NA,11.6284884469467,NA,0.003409,39.6679,0.000397,47.48755,0.032257,37.6,0.135406422410201,0.110249493654212,0.00158894590430791,0.0699879103574336,-0.0683989644531257,-0.0206411591017846
1942-06-30,0.023544,0.016976,0.581897981521719,0.00375810829619839,0.0413248237298791,0.0346427256058535,0.0466629361912585,NA,NA,NA,12.4702393166319,NA,0.000602,39.69177,0.000478,47.51027,0.01875,38.4,0.0771358657836916,0.135406422410201,0.00191337134091363,0.082470785300489,-0.0805574139595754,-0.0358307885086372
1942-09-30,0.032449,0.027671,0.623177511522176,0.00289736905104159,0.0759186325684993,0.0709394624337882,0.0449841404907516,NA,NA,NA,13.8532715024376,NA,0.000806,39.72376,0.00084,47.55019,0.01227,38.8,0.0499907292025077,0.0771358657836916,0.00336423597131374,0.0535569191331889,-0.0501926831618752,-0.0366401978750052
1942-12-31,0.057537,0.050449,0.68621616578556,0.00463030588166398,0.108586973845958,0.101156818238523,0.0418300276616738,0.137615593427669,0.129990877388216,0.0418300276616738,16.404869997595,16.404869997595,0.002678,39.83015,0.000897,47.59288,0.024242,39.8,0.100551378372516,0.0499907292025077,0.00359283054158421,0.0400874949223968,-0.0364946643808126,-0.0726955473703585
1943-03-31,0.059404,0.055182,0.81638995396233,0.00326654395699411,0.19445815879462,0.189697932906828,0.0416008733337557,NA,NA,NA,19.6243465230307,NA,0.00375,39.97948,0.000834,47.63257,0.017751,40.5,0.0729170605112135,0.100551378372516,0.00334017565685851,0.0651757028968571,-0.0618355272399986,-0.00549328609505915
1943-06-30,0.021689,0.017142,0.870317251706859,0.00389063920623776,0.0708214703894248,0.0660558076232984,0.0416959648773627,NA,NA,NA,20.872937087957,NA,0.002902,40.09551,0.000852,47.67315,0.017442,41.2,0.0716146577915147,0.0729170605112135,0.00341235789840799,0.0514635468008087,-0.0480511889024007,0.00228319794504776
1943-09-30,0.027498,0.023331,0.85137278408149,0.0034667867887004,-0.0177839526980696,-0.0217673125382905,0.0420715528563074,NA,NA,NA,20.2363052057835,NA,0.000938,40.13312,0.000856,47.71401,-0.005714,40.9,-0.0226608464017282,0.0716146577915147,0.0034283989254249,0.0508172942143666,-0.0473888952889417,0.00896744957989783
1943-12-31,0.070305,0.065211,0.825732628204139,0.00394877823085932,-0.0254781196346252,-0.0301162503156751,0.0419971343217266,0.209067124621296,0.203312701412192,0.0419971343217266,19.6616421939284,19.6616421939284,0.002423,40.23034,0.000848,47.75451,0,40.9,0,-0.0226608464017282,0.00339631706371768,0.00403776319718587,-0.000641446133468192,-0.0017704226512137
1944-03-31,0.021313,0.017309,0.854769457795779,0.00336426484874733,0.039239208108871,0.0351649294212721,0.0431966016791237,NA,NA,NA,19.7878866524094,NA,0.002013,40.31134,0.00082,47.79362,0,40.9,0,0,0.00328403660592436,0.0152820813919985,-0.0119980447860741,0.0281604418002403
1944-06-30,0.054574,0.049768,0.921431167788747,0.00421845416548486,0.0829231361883636,0.077987940941258,0.0443193158044924,NA,NA,NA,20.790735395228,NA,0.002354,40.40625,0.000826,47.83315,0.011494,41.4,0.0467747636525568,0,0.00330809591070547,0.0152820813919985,-0.011973985481293,0.0256587773748736
1944-09-30,-0.000692,-0.003118,0.906993201816937,0.00220724770595506,-0.0132736103286002,-0.0156690662054098,0.0444773794898884,NA,NA,NA,20.3922356087353,NA,0.002396,40.50303,0.000776,47.87024,0.005682,41.6,0.0229224455626273,0.0467747636525568,0.00310761492551737,0.0384917319351659,-0.0353841170096485,0.00356012916517653
1944-12-30,0.044778,0.041034,0.950709852698559,0.00341915603957546,0.0519693056428343,0.0481995353372509,0.0457458588559128,0.155493892512448,0.151353138080821,0.0457458588559128,20.7824243871569,20.7824243871569,0.001646,40.56968,0.000789,47.90802,0.00565,41.9,0.0227922574675457,0.0229224455626273,0.00315973709106343,0.0266562051621413,-0.0234964680710779,0.0281205369532131
1945-03-31,-0.041685,-0.04499,0.976075963315038,0.003377902910709,0.0302342648975387,0.0266812324964114,0.0461593878165641,NA,NA,NA,21.1457735790156,NA,0.003741,40.72145,0.000736,47.94327,0,41.9,0,0.0227922574675457,0.00294725177104671,0.0265916057936833,-0.0236443540226366,0.00899908909176213
1945-06-30,0.00238,0.000134,1.07590571999023,0.00241616048159353,0.104752008039961,0.102276626438115,0.0467546002396622,NA,NA,NA,23.0117617191717,NA,0.001969,40.80165,0.000774,47.98039,0.016854,42.6,0.0691395745925738,0,0.00309959631109846,0.0152820813919985,-0.0121824850809,0.0128122918362904
1945-09-29,0.046361,0.043999,1.1573164630792,0.0026183755787056,0.0781008197153534,0.0756671719244211,0.0473768824176496,NA,NA,NA,24.4278729207404,NA,0.00213,40.88855,0.000828,48.02012,0,42.6,0,0.0691395745925738,0.00331611577512447,0.049589157252748,-0.0462730414776235,0.0132217452806488
1945-12-31,0.011133,0.008805,1.24518954365435,0.00287350008934069,0.0784112069252414,0.075928307752015,0.047366386996839,0.31276965332915,0.309747174829338,0.047366386996839,26.2884636680744,26.2884636680744,0.002284,40.98191,0.000868,48.06183,0.005525,42.8,0.0222838292981262,0,0.0034765231604561,0.0152820813919985,-0.0118055582315424,-0.000221554964660132
1946-03-30,0.049118,0.046147,1.29476854657164,0.00367707153188257,0.0427694520248507,0.0398164304944166,0.0483101374253109,NA,NA,NA,26.8011770526092,NA,0.003041,41.10654,0.000851,48.10273,0.005494,43.1,0.0221577684514516,0.0222838292981262,0.00340834767170439,0.0263393235966811,-0.0229309759249767,0.0197285811598176
1946-06-28,-0.035289,-0.037521,1.31935652965188,0.00305960314373923,0.0213533038759559,0.0189902536212669,0.0477967058907276,NA,NA,NA,27.6035033181612,NA,0.001594,41.17208,0.000872,48.14471,0.021858,44,0.0903406338260833,0.0221577684514516,0.00349256495679762,0.0262767721700137,-0.0227842072132161,-0.010684700515068
