"date","prices","vwretd_annual","vwretx_annual","dividends_annual"
2006-12-29,100.689513454962,0.156801524869479,0.135087505462437,1.7771813820194
2007-12-31,104.441387736169,0.0571846444268618,0.0372618175663899,1.99696634252771
2008-12-31,64.794649881149,-0.364595534121739,-0.379607536000693,2.0176427618648
2009-12-31,79.8859593491995,0.264801813430161,0.232909808074156,1.69124055775925
2010-12-31,90.0293703296639,0.151520841311202,0.126973639211433,1.73956502448213
2011-12-30,89.7731767543759,0.0182318996707436,-0.00284566663467622,1.91009920705309
2012-12-31,101.81105935505,0.160960036558502,0.134092198091756,2.32399500110918
2013-12-31,132.074240279988,0.325263072089099,0.297248463149764,2.52356264057038
2014-12-31,146.880006841678,0.13525896842981,0.112101849159249,2.87319230753273
2015-12-31,145.894170792356,0.0149507782666343,-0.00671184642838796,3.16277842357074
2016-12-30,159.506831507188,0.117932275061707,0.0933050350188855,3.34903099914434
2017-12-29,190.660181704321,0.219891201734789,0.195310444717408,3.58397898025359
2018-12-31,178.531916234043,-0.0450018652496748,-0.0636119475071478,3.84470886336163
