date,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10
193603,1.01,1.64,1.63,0.25,1.81,5.96,0.97,-1.09,0.41,1.17
193604,-24.92,-15.49,-16.16,-15.51,-11.88,-10.94,-9.98,-9.93,-10.2,-6.75
193605,7.1,5.78,3.36,7.29,7.32,5.95,4.03,3.84,4.89,5.42
193606,-3.45,-0.46,-2.02,0,-0.6,0.52,0.62,-0.6,2.04,3.3
193607,7.74,9.03,6.85,10.95,8.96,9.23,8.33,8.17,5.5,6.47
193608,2.93,2.87,-0.23,3.52,2.44,2.86,3.11,2.24,1.23,0.59
193609,5.45,5.56,3.44,3.29,4.7,2.91,1.86,3.12,1.7,0.42
193610,6.16,7.43,6.31,6.72,4.44,5.81,5.28,6.96,6.12,7.81
193611,26.29,10.18,10.23,10.77,10.72,7.79,4.98,5.71,2.78,2.37
193612,5.86,0.38,4.58,5.12,4.01,2.05,2.95,1.14,1.09,-0.59
193701,17.27,10.73,10.5,6.48,7.82,6.97,4.72,4.37,2.68,2.8
193702,5.88,7.64,2.71,2.12,3.44,1.94,3.34,2.39,2.06,0.5
193703,-1.04,3.34,-1.36,-0.2,0.34,-0.32,1.36,1.14,0.93,-0.85
193704,-16.16,-17.14,-11.14,-12.55,-9.73,-7.99,-8.62,-9.9,-7.21,-6.63
193705,-4.2,-3.02,-3.87,-1.65,-0.65,-3.49,-1.65,-1.63,-2.91,0.1
193706,-13.4,-11.56,-9.49,-7.61,-7.51,-6.35,-6.41,-5.55,-4.08,-3.49
193707,12.74,11.52,9.37,9.51,10.11,9.11,8.89,8.36,9.77,8.75
193708,-9.86,-6.06,-4.34,-5.45,-4.91,-5.45,-4.69,-4.49,-4.63,-5
193709,-22.76,-23.66,-22.2,-21.04,-20.66,-19.9,-19.63,-16.42,-16.2,-11.59
193710,-9.31,-8.25,-12.07,-10.26,-10.99,-11.46,-10.96,-8.39,-10.3,-9.35
193711,-13.05,-14.13,-12.93,-10.82,-11.8,-8.83,-10.97,-8.75,-8.26,-7.8
193712,-12.15,-15.15,-13.96,-11.59,-11.67,-10.76,-9.48,-5.18,-5.33,-3.03
193801,5.13,6.83,5.97,4.37,5.61,3.38,2.04,2.15,-0.73,0.12
193802,-1.5,3.36,6.85,6.31,6.57,6.57,6.21,5.92,9.57,5.1
193803,-28.88,-32.47,-29.09,-28.14,-29.56,-25.83,-26.89,-23.39,-24.93,-23.12
193804,15.77,24.26,20.29,18.26,21.61,17.34,16.33,16.47,15.74,13.47
193805,-8.45,-8.03,-7.06,-6.18,-6.68,-6.06,-7.46,-4.27,-5.13,-3.18
193806,27.79,31.88,26.8,28.64,30.76,29.16,29.38,23.41,26.78,22.91
193807,16.06,15.8,15.55,13.62,13.91,10.64,12.22,11.87,7.17,6.25
193808,-12.61,-9.26,-7.85,-4.67,-5.92,-4.86,-5.3,-4.31,-3.9,-1.84
193809,-5.29,-3.67,-2.65,-2.41,-2.34,-1.57,-0.76,-1.39,0.52,1.43
193810,20.81,14.04,20.26,14.46,13.79,13.73,13.7,11.19,10.97,5.99
193811,-6.94,-5.48,-5.31,-4.74,-3.69,-1.96,-3.52,-1.22,-2.13,-1.41
193812,-6.03,-0.19,3.11,5.21,4.1,6.56,5.31,5.27,4.58,3.81
193901,-5.74,-8.92,-10.18,-8.62,-9.07,-8.33,-8.34,-7.62,-7.92,-5
193902,-0.37,4.73,4.46,4.15,6.2,5.1,4.79,3.77,4.95,2.96
193903,-20.21,-20.06,-21.49,-18.95,-19.03,-17.93,-20.78,-15.74,-16.05,-9.62
193904,-0.03,1.38,1.44,0.67,-0.38,-0.31,-0.33,-0.12,-0.26,-0.35
193905,4.65,7.13,9.9,9.23,10.31,10.58,10.24,8.6,8.05,6
193906,-9.6,-12.12,-8.06,-8.66,-7.43,-7.75,-8.26,-6.22,-7.64,-4.41
193907,13.35,15.32,12.42,16.48,15.91,13.49,16.63,13.09,11.98,8.96
193908,-12.16,-14.06,-12.77,-12.93,-11.17,-10.14,-12.39,-9.79,-10.16,-5.08
193909,102.25,62.86,45.35,40.51,35.3,29.63,27.89,17.98,20.48,13.99
193910,-13.03,-5.96,-2.63,-2.36,0.56,-0.59,-0.58,1.09,-0.92,-0.49
193911,-19.04,-14.23,-11.33,-9.67,-8.8,-7.16,-7.53,-5.07,-6.16,-2.29
193912,-4.7,1.03,0.31,3.22,4.37,4.49,3.36,2.46,2.92,3.05
194001,-3.33,-4.06,-1.81,-3.64,-1.88,-2.44,-2.14,-2.59,-2.83,-2.3
194002,4.9,6.79,3.92,2.56,3.81,3.53,2.98,2.56,0.58,1.22
194003,0.41,2.97,4.21,1.92,4.1,2.87,3.27,2.26,2.48,1.78
194004,2.08,7.93,4.81,1.62,3.32,2.8,1.65,-1.74,-0.5,0.11
194005,-34.18,-32.7,-29.1,-25.91,-29.19,-25.44,-30.08,-25.06,-23.72,-20.43
194006,4.78,5.5,5.73,5.77,6.09,6.49,8.41,6.89,7.42,6.57
194007,2.31,2.58,2.8,3.55,5.32,6.02,3.98,3.84,3.15,2.95
194008,-0.91,1.83,4.24,2.89,2.1,1.82,3.25,1.87,2.81,2.05
194009,4.51,4.5,3.91,5.77,5.08,4.81,2.55,2.95,3.27,1.98
194010,-1.61,7.83,5.46,7.19,4.07,4.96,5.94,6.96,4.38,2.14
194011,-1.84,0.43,0.91,-0.23,0.84,0.89,-0.31,-0.95,-1.82,-1.89
194012,-7.46,-3.26,-1.51,-1.82,-0.84,-0.1,-0.19,-0.26,-0.88,1.28
194101,5.08,-1.97,-1.15,-2.57,-2.93,-5.13,-3.73,-3.93,-2.88,-4.5
194102,-1.04,-3.91,-1.21,-2.58,-2.9,-1.34,-2.02,-1.53,-1.88,-1.27
194103,2.99,2.59,3.1,1.42,1.24,1.06,0.53,0.72,1.55,0.69
194104,-5.23,-6.47,-5.51,-6.76,-5.69,-4.65,-6.56,-5.43,-4.57,-5.56
194105,-0.35,-0.11,2.59,1.45,1.1,1.65,0.77,1.93,1.49,1.38
194106,11.04,9.9,5.93,6.27,5.58,7.21,5.67,5.26,5.81,5.81
194107,26.51,20.91,12.05,12.82,11.18,9.4,12.16,8.95,7.54,4.51
194108,-1.26,-1.08,0.22,-1.44,-1.81,-0.98,0.18,0.7,-0.67,-0.06
194109,-5.8,-4.44,-1.72,-2.06,-1.58,-1.72,-1.08,-0.72,-0.73,-0.76
194110,-8.5,-6.49,-4.43,-6.72,-5.96,-6.8,-4.97,-5.13,-5.02,-5.22
194111,-7.3,-5.36,-4.44,-2.24,-2.49,-1.55,-1.9,-1.26,-2.64,-1.8
194112,-16.23,-14.24,-9.23,-9.94,-8.23,-3.9,-5.84,-5.18,-6.11,-4.36
194201,35.8,18.75,10.57,11.84,8.12,4.88,5.19,2.13,4.8,-0.91
194202,-2.24,-2.95,-1.59,-1.29,-0.08,-1.98,-1.31,-1.95,-2.41,-2.67
194203,-7.58,-5.12,-4.64,-3.51,-5.41,-3.37,-5.27,-5.57,-6,-7.06
194204,-2.38,-5.33,-4.18,-5.32,-3.71,-5.13,-5.65,-5.4,-5.16,-3.99
194205,-2.53,0.48,2.03,1.46,1.89,2.65,3.52,4.33,4.73,6.88
194206,4.21,2.35,0.38,2.7,1.26,1.98,2.05,2.44,2.88,2.83
194207,7.41,6.03,3.37,4.29,4.64,3.65,4.11,4.88,4.7,3.11
194208,3.09,1.71,4.06,2.11,2.45,3.27,1.21,2.71,2.25,1.61
194209,13.11,5.91,4.38,3.36,2.67,2.37,3.27,2.92,2.85,2.47
194210,12.33,12.14,11.46,12.08,8.77,10.02,9.48,8.35,7.24,6.15
194211,-4.13,-4.02,-0.96,-4.23,-1.96,-1.2,-0.32,-1.52,-0.28,0.68
194212,-0.92,0.58,3.39,4.53,3.88,3.33,4.55,5.95,6.87,4.95
194301,40.61,25.99,16.64,16.77,13.88,11.29,9.56,7.44,8.77,5.96
194302,37.62,17.75,12.79,12.34,10.69,9.08,8.06,6.49,8,5.12
194303,7.36,16.21,16.79,12.93,9.38,11.48,8.46,10.2,9.41,4.18
194304,11.48,6.97,5.39,4.71,2.21,3.51,4.9,0.31,1.85,0.06
194305,20.52,13.08,10.36,12.36,8.97,6.14,6.65,5.52,5.02,5.41
194306,-4.12,0.06,1.33,0.35,0.4,2.64,0.2,1.83,1.76,2.07
194307,-6.89,-7.86,-7.91,-5.99,-7.86,-5.74,-7.52,-5.95,-5.72,-4.01
194308,-3.45,-0.38,-0.16,0.39,1.12,0.97,1.12,1.47,1.7,1.35
194309,4.73,3.92,4.1,4.29,2.88,3.08,3.65,2.15,2.67,2.19
194310,-1.88,0.3,-0.3,1.12,-0.93,-0.04,-0.7,-0.62,-1.46,-1.16
194311,-13.73,-10.79,-9.13,-6.75,-8.72,-8.43,-8.89,-7.53,-7.73,-4.88
194312,13.24,11.28,10.52,9.9,9.47,9.73,10.23,8,8.17,5.32
194401,8.76,5.49,5.51,4.72,4.34,3.8,2.77,2.58,2.28,1.22
194402,4.96,2.62,1.26,-0.78,1.43,1.8,0.39,1.5,0.41,0.22
194403,5.13,7.13,5.11,4.57,3.72,4.21,3.59,2.21,3.42,2.03
194404,-3.82,-3.06,-3.88,-2.72,-2.94,-2.56,-3.04,-3.23,-2.14,-1.16
194405,8.19,7.86,6.19,5.93,7.11,6.76,7.25,5.54,6.11,4.38
194406,17.93,13.72,10.95,8.08,8.78,8.47,10.84,7.3,6.52,4.43
194407,-2.59,-1.05,-1.74,-1.37,0.06,-1.55,-1.47,-1.04,-1.84,-1.47
194408,4.9,1.71,3.55,3.26,4.02,3,2.79,1.92,2.45,1.07
194409,-0.55,0.61,0.56,-0.35,0.11,0.6,-0.51,0.47,-0.21,0.05
194410,-0.21,1.24,0.06,-0.37,-0.07,-0.52,-0.91,0.16,-0.02,0.36
194411,3.19,2.72,3.8,1.71,2.28,1.13,2.17,2.67,1.57,1.61
194412,10.69,8.58,6.81,8.1,6.95,6.43,7.34,5.13,4.88,3.1
194501,6.54,4.37,6.28,4.1,4.6,3.72,2.57,2.78,2.57,1.5
194502,12.52,8.15,8.97,9.32,8.54,7.95,8.92,8.09,6.85,5.38
194503,-11.71,-8.59,-4.67,-4.64,-5.93,-5.56,-5.03,-3.71,-4.64,-3.33
194504,10.23,8.16,8.76,9.84,9.01,9.43,9.97,7.97,8.85,7.27
194505,5.54,3.42,3.85,2.61,1.86,2.67,3.24,1.52,1.03,1.66
194506,11.46,7.42,3.75,2.96,2.92,2.43,4.47,2.06,1.16,-0.73
194507,-4.22,-3.67,-3.76,-3.76,-4.42,-3.8,-2.43,-3.6,-3.51,-1.35
194508,5.16,6.39,7.21,6.23,7.91,6.53,7.06,6.41,8.5,5.57
194509,6.07,7.36,6.29,6.97,6.43,6.67,6.95,6.24,5.73,3.97
194510,13.35,10.16,4.83,6.78,5.12,5.54,5.29,5.2,5.31,2.97
194511,15.01,10.38,10.97,9.93,9.03,8.75,9.04,10.61,5.17,3.79
194512,2.16,4.24,2.8,4.72,0.97,1.82,3.78,1.03,2.38,0.53
194601,16.89,12.77,10.87,8.01,9.63,7.9,8.86,7.26,5.53,5.5
194602,-7.51,-6.86,-6.97,-6.48,-6.97,-7.5,-6.77,-5.54,-6.65,-5.17
194603,2.32,4.39,4.02,8.12,7.15,7.77,8.53,6.87,6.94,5.25
194604,10.06,7.26,5.84,7.83,4.84,5.41,5.42,4.08,3.09,4.16
194605,2.77,6.34,5.44,5.99,5.64,6.57,6.1,5.79,4.72,3
194606,-5.64,-5.14,-5.49,-5.33,-5.42,-5.39,-6.05,-5.44,-4.29,-3.09
194607,-5.29,-5.48,-5.63,-3.51,-4.29,-4.18,-4.1,-3.95,-2.95,-1.95
194608,-8.71,-8.73,-8.5,-7.94,-7.61,-7.93,-7.85,-5.8,-5.94,-6.18
194609,-17.18,-15.95,-14.39,-13.9,-13.7,-12.48,-13.15,-11.49,-10.57,-8.81
194610,-0.39,-1.48,-2.39,-1.29,-0.1,-2.27,-1.7,-1.22,-1.7,-1.45
194611,-0.84,-1.2,-0.15,-0.67,0.22,0.34,0.27,0.32,-0.76,0.12
194612,1.39,5.2,3.89,5.87,5.19,5.64,6.05,5.25,5.75,4.67
194701,5.6,4.34,3.83,3.2,2.03,2.1,1.09,0.66,1.05,1.19
194702,0.54,-0.37,0.43,-0.55,-0.79,-0.86,-0.93,-1.53,-1.32,-1.02
194703,-4.13,-3.74,-4.4,-2.96,-2.25,-2.43,-2.64,-1.14,-2.41,-1.18
194704,-11.1,-8.68,-7.86,-8.23,-7.87,-7.7,-8.03,-6.94,-6.67,-3.22
194705,-6.44,-5.54,-4.47,-3.61,-3.51,-3.85,-2.59,-3.7,-2.3,0.28
194706,6.54,4.95,5.24,5.47,4.15,5.99,5.86,6.35,6.07,4.98
194707,7.92,7.52,8.02,5.57,5.29,7.53,5.99,5.78,4.54,3.37
194708,-3.46,-2.02,-2.27,-1.01,-1.17,-1.19,-0.07,-2.63,-2.02,-1.71
194709,1.28,0.68,1.95,0.6,0.82,0.38,0.36,0.67,0.4,-1.04
194710,3.79,4.9,3.52,3.32,2.33,4.01,3.34,1.62,2.78,2.36
194711,-2.88,-3.38,-3.9,-3.4,-3.25,-2.25,-2.54,-3.09,-2.29,-1.41
194712,2.04,1.49,1.69,1.3,1.86,2.28,2.72,2.89,3.61,3.2
194801,2.29,-1.55,-1.99,-1.61,-1.83,-3.15,-1.83,-2.71,-4.24,-4.35
194802,-7.23,-7,-6.63,-6.53,-5.01,-6.86,-5.91,-4.91,-4.9,-3.69
194803,9.71,11.08,8.82,8.86,9.03,10.02,9.45,10.31,11.19,6.96
194804,5.89,3.39,3.96,2.95,2.36,3.47,6.19,4.31,3.76,3.43
194805,11.83,8.45,8.77,8.96,7.29,9.86,8.06,7.39,8.91,6.88
194806,-1.1,-0.02,-0.8,-0.77,-1.44,-2.06,-1.53,-1.37,-0.45,0.6
194807,-6.14,-5.55,-5.61,-4.08,-5.57,-5.15,-5.44,-4.45,-5.85,-4.83
194808,-1.11,-1.85,-0.46,-0.52,-0.33,0.9,-0.07,0.63,-0.03,0.49
194809,-5.22,-5.13,-3.82,-3.39,-4.82,-4.15,-4.41,-4.35,-3.11,-2.39
194810,5.19,4.69,5.81,4.13,4.71,5.01,5.82,5.7,5.17,6.42
194811,-10.35,-12.54,-11.5,-9.52,-10.44,-9.93,-11.82,-9.49,-10.08,-8.7
194812,-2.89,-0.16,0.67,0.37,1.06,2.34,2.19,3.02,3.44,3.73
194901,3.43,3.69,1.93,1.21,1.72,-0.38,1.67,1.57,0.89,-0.14
194902,-4.96,-4.46,-5.15,-5.36,-4.15,-3.36,-3.26,-2.29,-1.88,-2.89
194903,7.19,6.58,6.55,5.97,6.74,5.92,5.76,4.17,4.57,3.6
194904,-2.48,-3.07,-2.54,-3.99,-2.05,-4.47,-3.48,-2.9,-2.27,-1.18
194905,-5.85,-6.77,-5.16,-3.36,-3.01,-3.94,-3.59,-1.78,-1.78,-2.98
194906,-0.89,-1.06,-1.6,-1.11,-1.23,-1.73,-0.93,0.18,0.94,0.37
194907,7.59,5.04,6,7.04,6.65,6.61,6.64,6.25,5.1,5.47
194908,1.23,2.98,2.01,2.79,3.91,2.17,2.62,2.18,1.72,2.99
194909,5.56,3.65,4.44,5.07,4.18,4.39,4.37,4.33,3.76,2.66
194910,7.65,4.55,4.81,3.17,3.71,3.52,2.57,2.78,2.58,3.4
194911,-1.67,-0.59,0.39,1.01,0.92,1.29,2.48,1.82,2.82,1.86
194912,9.34,7.01,8.44,6.2,7.57,8.37,6.03,6.22,5.87,4.53
195001,5.65,6.54,4.28,4.5,5.37,3.9,2.47,2.29,2.19,1.16
195002,2.6,2.6,2.63,1.74,0.03,1.32,1.62,1.56,2.05,1.44
195003,-0.18,-0.06,-1.65,0.5,-1.05,0.17,-0.28,1.22,0.32,1.97
195004,6.22,6.57,5.36,6.27,6.11,5.62,3.82,3.36,3.69,4.11
195005,3.74,1.78,2.18,3.54,2.48,2.24,4.2,3.13,4.08,4.99
195006,-9.76,-10.35,-8.3,-7.94,-7.12,-7.53,-6.87,-7.81,-6.32,-5.09
195007,9.34,8.68,6.77,6.14,4.34,4.64,2.75,3.54,1.69,0.51
195008,4.55,5.06,4.6,4.37,6.09,4.74,4.84,3.83,4.63,5.14
195009,4.32,3.36,5.44,6.03,4.95,6.33,6.29,6,5.73,4.42
195010,-0.21,-0.76,-0.51,0.9,-0.18,-0.52,-1.1,-1.35,-0.98,0.41
195011,2.95,3.57,3.65,2.99,2.52,3.73,3.79,3.64,3.84,2.45
195012,15.73,11.35,10.42,9.53,6.37,8.5,7.71,6.46,6.12,4.82
195101,7.89,9.2,8.73,7.72,8.67,7.66,6.64,7.32,5.37,5.35
195102,0.51,0.33,0.72,1.32,0.76,1.05,0.96,2,1.98,1.54
